Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
Швеция,Деньги господина Арне,1919,исторический,7.7,570
Швеция,Догвилль,2003,драма,7.6,790
Швеция,Догвилль,2003,триллер,7.6,790
Швеция,Еще по одной,2020,драма,7.7,590
Швеция,Еще по одной,2020,комедия,7.7,590
Швеция,Меч короля,2023,биография,7.6,809
Швеция,Меч короля,2023,драма,7.6,809
Швеция,Меч короля,2023,исторический,7.6,809
Швеция,Мои мамы,2005,драма,7.7,563
Швеция,Молчание,1963,драма,7.7,588
Швеция,Осенняя соната,1978,драма,8.3,94
Швеция,Осенняя соната,1978,мюзикл,8.3,94
Швеция,Побег,2021,анимация,8,314
Швеция,Побег,2021,документальный,8,314
Швеция,Побег,2021,драма,8,314
Швеция,Седьмая печать,1956,драма,7.6,821
Швеция,Седьмая печать,1956,фэнтези,7.6,821
Швеция,Сентиментальная ценность,2025,драма,8,332
Швеция,Сентиментальная ценность,2025,комедия,8,332
Швеция,Худший человек на свете,2021,драма,7.7,670
Швеция,Худший человек на свете,2021,комедия,7.7,670
Швеция,Худший человек на свете,2021,мелодрама,7.7,670
Югославия,Доспехи Бога,1987,боевик,7.6,888
Югославия,Доспехи Бога,1987,комедия,7.6,888
Югославия,Доспехи Бога,1987,приключения,7.6,888
Южная Корея,Ateez World Tour [Towards the Light: Will to Power] в Сеуле,2024,музыка,8.8,10
Южная Корея,Blackpink мировой тур: Рожденные розовым,2024,концерт,8.2,166
Южная Корея,BTS: Love Yourself Tour in Seoul,2018,документальный,8.3,117
Южная Корея,BTS: Love Yourself Tour in Seoul,2018,мюзикл,8.3,117
Южная Корея,BTS: Yet to Come in Cinemas,2023,музыка,8.4,68
Южная Корея,BTS: Открой свою душу. Фильм,2019,документальный,8,296
Южная Корея,BTS: Открой свою душу. Фильм,2019,мюзикл,8,296
Южная Корея,BTS: Разбей тишину: Фильм,2020,драма,8.4,90
Южная Корея,BTS: Разбей тишину: Фильм,2020,музыка,8.4,90
Южная Корея,ENHYPEN [WALk the LINE SUMMER EDITION] in CINEMAS,2026,музыка,8.8,13
Южная Корея,Stray Kids: The dominATE Experience,2026,документальный,9,4
Южная Корея,Stray Kids: The dominATE Experience,2026,музыка,9,4
Южная Корея,SUGA | Agust D TOUR ‘D-DAY’ THE MOVIE,2024,документальный,8.7,19
Южная Корея,SUGA | Agust D TOUR ‘D-DAY’ THE MOVIE,2024,музыка,8.7,19
Южная Корея,Suga: Road to D-Day,2023,биография,8.5,63
Южная Корея,Suga: Road to D-Day,2023,документальный,8.5,63
Южная Корея,Suga: Road to D-Day,2023,музыка,8.5,63
Южная Корея,Астроскоп. Смотрим на звезды,2023,концерт,8.2,137
Южная Корея,"Весна, лето, осень, зима... и снова весна",2003,драма,7.8,463
Южная Корея,Криминальный город 2,2022,криминал,7.5,904
Южная Корея,Криминальный Город: Разборки В Пусане,2023,боевик,7.6,782
Южная Корея,Криминальный Город: Разборки В Пусане,2023,криминал,7.6,782
Южная Корея,Метод исключения,2025,драма,8,288
Южная Корея,Метод исключения,2025,комедия,8,288
Южная Корея,Метод исключения,2025,криминал,8,288
Южная Корея,Мой мир SHINee,2023,документальный,8.4,65
Южная Корея,Мой мир SHINee,2023,музыка,8.4,65
Южная Корея,Олдбой,2003,драма,8,317
Южная Корея,Олдбой,2003,мистика,8,317
Южная Корея,Олдбой,2003,триллер,8,317
Южная Корея,Паразиты,2019,драма,8.1,220
Южная Корея,Паразиты,2019,триллер,8.1,220
Южная Корея,Поезд в Пусан,2016,боевик,7.8,512
Южная Корея,Поезд в Пусан,2016,триллер,7.8,512
Южная Корея,Поезд в Пусан,2016,ужасы,7.8,512
Южная Корея,Проклятие. Зов могилы,2024,детектив,7.6,866
Южная Корея,Проклятие. Зов могилы,2024,триллер,7.6,866
Южная Корея,Проклятие. Зов могилы,2024,ужасы,7.6,866
Южная Корея,Служанка,2016,драма,7.9,365
Южная Корея,Служанка,2016,мелодрама,7.9,365
Южная Корея,Служанка,2016,триллер,7.9,365
Южная Корея,Служанка,2016,эротика,7.9,365
Южная Корея,Царь царей,2025,анимация,7.5,951
Южная Корея,Царь царей,2025,семейный,7.5,951
Южная Корея,Чон Кук: Я Все еще,2024,концерт,8.6,40
Япония,BTS WORLD TOUR 'ARIRANG' in GOYANG: LIVE VIEWING,2026,документальный,8.6,42
Япония,BTS WORLD TOUR 'ARIRANG' in GOYANG: LIVE VIEWING,2026,музыка,8.6,42
Япония,Spy x Family: Код «Белый»,2023,анимация,8.3,93
Япония,Spy x Family: Код «Белый»,2023,аниме,8.3,93
Япония,Spy x Family: Код «Белый»,2023,боевик,8.3,93
Япония,Spy x Family: Код «Белый»,2023,комедия,8.3,93
Япония,Аниматрица,2003,аниме,7.5,949
Япония,Аниматрица,2003,боевик,7.5,949
Япония,Аниматрица,2003,приключения,7.5,949
Япония,Атака титанов: Последняя атака,2024,анимация,8.9,6
Япония,Атака титанов: Последняя атака,2024,боевик,8.9,6
