Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
США,Жизнь Чака,2024,фэнтези,7.6,738
США,Загадочная история Бенджамина Баттона,2008,драма,8.1,199
США,Загадочная история Бенджамина Баттона,2008,мелодрама,8.1,199
США,Загадочная история Бенджамина Баттона,2008,мистика,8.1,199
США,Загадочная история Бенджамина Баттона,2008,фантастика,8.1,199
США,Заклятие,2013,триллер,7.9,433
США,Заклятие,2013,ужасы,7.9,433
США,Заклятие 2,2016,ужасы,7.6,810
США,Законопослушный гражданин,2009,драма,8,328
США,Законопослушный гражданин,2009,триллер,8,328
США,Звезда родилась,1937,драма,7.6,839
США,Звезда родилась,2018,драма,7.9,412
США,Звезда родилась,2018,мелодрама,7.9,412
США,Звезда родилась,2018,мюзикл,7.9,412
США,Звездная пыль,2007,мелодрама,7.8,482
США,Звездная пыль,2007,приключения,7.8,482
США,Звездная пыль,2007,сказка,7.8,482
США,Звездные Войны: Войны клонов,2008,анимация,7.9,420
США,Звездные Войны: Войны клонов,2008,приключения,7.9,420
США,Звездные Войны: Войны клонов,2008,фантастика,7.9,420
США,Звездные Войны: Эпизод III - Месть ситхов,2005,боевик,8,320
США,Звездные Войны: Эпизод III - Месть ситхов,2005,приключения,8,320
США,Звездные Войны: Эпизод III - Месть ситхов,2005,фантастика,8,320
США,Звездные войны: Эпизод VI - Возвращение джедая,1983,боевик,7.9,369
США,Звездные войны: Эпизод VI - Возвращение джедая,1983,приключения,7.9,369
США,Звездные войны: Эпизод VI - Возвращение джедая,1983,фантастика,7.9,369
США,Звездный десант,1997,приключения,7.6,750
США,Звездный десант,1997,триллер,7.6,750
США,Звездный десант,1997,фантастика,7.6,750
США,Звездный путь,2009,боевик,7.8,472
США,Звездный путь,2009,драма,7.8,472
США,Звездный путь,2009,фантастика,7.8,472
США,Зверопой 2,2021,анимация,8,310
США,Зверопой 2,2021,мюзикл,8,310
США,Зверополис,2016,анимация,8.3,122
США,Зверополис,2016,боевик,8.3,122
США,Зверополис,2016,комедия,8.3,122
США,Зверополис,2016,приключения,8.3,122
США,Зверополис,2016,семейный,8.3,122
США,Зверополис 2,2025,анимация,8.4,69
США,Зверополис 2,2025,комедия,8.4,69
США,Зверополис 2,2025,приключения,8.4,69
США,Звук свободы,2023,биография,8,289
США,Звук свободы,2023,боевик,8,289
США,Звук свободы,2023,драма,8,289
США,Зеленая книга,2018,драма,8.4,73
США,Зеленая миля,1999,драма,8.9,8
США,Злая. Часть 2,2025,мюзикл,7.6,867
США,Злая. Часть 2,2025,семейный,7.6,867
США,Злая. Часть 2,2025,фэнтези,7.6,867
США,Злая: Сказка о ведьме Запада,2024,мелодрама,7.7,619
США,Злая: Сказка о ведьме Запада,2024,мюзикл,7.7,619
США,Злая: Сказка о ведьме Запада,2024,фэнтези,7.7,619
США,"Знакомьтесь, Джо Блэк",1998,драма,7.6,823
США,"Знакомьтесь, Джо Блэк",1998,мелодрама,7.6,823
США,"Знакомьтесь, Джо Блэк",1998,мистика,7.6,823
США,"Знакомьтесь, Джо Блэк",1998,фэнтези,7.6,823
США,Зов предков,2020,анимация,7.6,868
США,Зов предков,2020,приключения,7.6,868
США,Зов предков,2020,семейный,7.6,868
США,Золотая лихорадка,1925,комедия,8.1,248
США,Золотая лихорадка,1925,мелодрама,8.1,248
США,Золотая лихорадка,1925,приключения,8.1,248
США,Золотая лихорадка,1925,семейный,8.1,248
США,Зомби по имени Шон,2004,комедия,7.7,699
США,Зомби по имени Шон,2004,ужасы,7.7,699
США,Игра,1997,криминал,8.2,164
США,Игра,1997,приключения,8.2,164
США,Игра,1997,триллер,8.2,164
США,Игра в имитацию,2014,биография,7.8,535
США,Игра в имитацию,2014,драма,7.8,535
США,Игра в имитацию,2014,триллер,7.8,535
США,Игра на понижение,2016,драма,7.8,552
США,Игры разума,2001,биография,8.4,82
США,Игры разума,2001,драма,8.4,82
США,Игры разума,2001,мистика,8.4,82
США,Идентификация Борна,2002,триллер,7.8,458
США,Изгой,2000,драма,8.3,97
США,Изгой,2000,приключения,8.3,97
США,Изгой-Один. Звёздные Войны: Истории,2016,боевик,7.6,825
США,Изгой-Один. Звёздные Войны: Истории,2016,приключения,7.6,825
США,Изгой-Один. Звёздные Войны: Истории,2016,фантастика,7.6,825
США,Изгой-Один. Звёздные Войны: Истории,2016,фэнтези,7.6,825
США,Иллюзионист,2006,драма,7.7,577
США,Иллюзионист,2006,мелодрама,7.7,577
США,Иллюзионист,2006,приключения,7.7,577
США,Иллюзия обмана,2013,криминал,7.7,642
США,Иллюзия обмана,2013,триллер,7.7,642
США,Индиана Джонс и последний крестовый Поход,1989,боевик,8.1,218
США,Индиана Джонс и последний крестовый Поход,1989,приключения,8.1,218
США,Индиана Джонс и последний крестовый Поход,1989,триллер,8.1,218
США,Индиана Джонс и последний крестовый Поход,1989,фантастика,8.1,218
США,Индиана Джонс: В поисках утраченного ковчега,1981,боевик,8.4,84
США,Индиана Джонс: В поисках утраченного ковчега,1981,приключения,8.4,84
США,Индиана Джонс: В поисках утраченного ковчега,1981,триллер,8.4,84
США,Интерстеллар,2014,фантастика,8.5,56
США,История игрушек 4,2019,детский,7.7,707
США,История игрушек 4,2019,комедия,7.7,707
США,История игрушек 4,2019,семейный,7.7,707
США,История игрушек 4,2019,фэнтези,7.7,707
США,История игрушек: Большой побег,2010,анимация,8.1,227
США,История игрушек: Большой побег,2010,драма,8.1,227
США,История игрушек: Большой побег,2010,комедия,8.1,227
США,История игрушек: Большой побег,2010,приключения,8.1,227
США,История игрушек: Большой побег,2010,семейный,8.1,227
США,Исходный код,2011,драма,7.8,518
США,Исходный код,2011,фантастика,7.8,518
США,Исчезнувшая,2014,драма,8.1,189
США,Исчезнувшая,2014,триллер,8.1,189
США,Казино Рояль,2006,боевик,8,309
США,Казино Рояль,2006,приключения,8,309
США,Казино Рояль,2006,триллер,8,309
США,Как приручить дракона,2010,анимация,8.3,96
США,Как приручить дракона,2010,семейный,8.3,96
США,Как приручить дракона,2010,сказка,8.3,96
США,Как приручить дракона,2025,боевик,8.6,36
США,Как приручить дракона,2025,приключения,8.6,36
США,Как приручить дракона,2025,семейный,8.6,36
США,Как приручить дракона 2,2014,анимация,8,295
США,Как приручить дракона 2,2014,боевик,8,295
США,Как приручить дракона 2,2014,комедия,8,295
США,Как приручить дракона 2,2014,приключения,8,295
США,Как приручить дракона 2,2014,фэнтези,8,295
США,Как приручить дракона 3,2018,анимация,8.1,225
США,Как приручить дракона 3,2018,комедия,8.1,225
США,Как приручить дракона 3,2018,приключения,8.1,225
США,Как приручить дракона 3,2018,семейный,8.1,225
США,Камон Камон,2021,драма,7.6,876
США,Капитан Фантастик,2016,драма,7.6,822
США,Капитан Фантастик,2016,комедия,7.6,822
США,Капитан Фантастик,2016,приключения,7.6,822
США,Капитан Филлипс,2013,драма,7.6,770
США,Касабланка,1942,драма,8.2,134
США,Касабланка,1942,мелодрама,8.2,134
США,Каскадеры,2024,боевик,7.5,944
США,Каскадеры,2024,драма,7.5,944
США,Кейпоп-охотницы на демонов,2025,анимация,8.1,186
США,Кейпоп-охотницы на демонов,2025,боевик,8.1,186
США,Кейпоп-охотницы на демонов,2025,приключения,8.1,186
США,Кид Гэлэхэд,1937,драма,7.7,662
США,Кид Гэлэхэд,1937,криминал,7.7,662
США,Кид Гэлэхэд,1937,нуар,7.7,662
США,Кинг Конг,1933,боевик,7.9,339
США,Кинг Конг,1933,приключения,7.9,339
США,Кинг Конг,1933,ужасы,7.9,339
США,Кинг Конг,1933,фантастика,7.9,339
США,Кинг Конг,2005,боевик,7.5,999
США,Кинг Конг,2005,драма,7.5,999
США,Кинг Конг,2005,приключения,7.5,999
США,Кинг Конг,2005,фантастика,7.5,999
США,Китайский квартал,1974,мистика,7.7,568
США,Китайский квартал,1974,триллер,7.7,568
США,Конклав,2024,триллер,7.7,711
США,Константин: повелитель тьмы,2005,боевик,7.9,418
США,Константин: повелитель тьмы,2005,драма,7.9,418
США,Константин: повелитель тьмы,2005,сказка,7.9,418
США,Константин: повелитель тьмы,2005,триллер,7.9,418
США,Контроль,2007,биография,7.5,997
США,Контроль,2007,драма,7.5,997
США,Контроль,2007,мюзикл,7.5,997
США,Коралина в стране кошмаров,2009,анимация,7.6,816
США,Коралина в стране кошмаров,2009,семейный,7.6,816
США,Коралина в стране кошмаров,2009,сказка,7.6,816
США,Коралина в стране кошмаров,2009,ужасы,7.6,816
США,Король Лев,1994,анимация,8.7,25
США,Король Лев,1994,драма,8.7,25
США,Король Лев,1994,комедия,8.7,25
США,Король Лев,1994,мюзикл,8.7,25
США,Король Лев,1994,приключения,8.7,25
США,Король Лев,1994,семейный,8.7,25
США,Король Лев,2019,семейный,7.6,807
США,Король Лев,2019,фантастика,7.6,807
США,Корпорация Монстров,2001,анимация,8.3,109
США,Корпорация Монстров,2001,комедия,8.3,109
США,Корпорация Монстров,2001,семейный,8.3,109
США,Корпорация Монстров,2001,сказка,8.3,109
США,Кот в сапогах 2: Последнее желание,2022,анимация,8.5,48
США,Кот в сапогах 2: Последнее желание,2022,комедия,8.5,48
США,Кот в сапогах 2: Последнее желание,2022,приключения,8.5,48
США,Кошмар перед Рождеством,1993,анимация,8,301
США,Кошмар перед Рождеством,1993,мюзикл,8,301
США,Кошмар перед Рождеством,1993,семейный,8,301
США,Кошмар перед Рождеством,1993,фэнтези,8,301
США,Красавица и чудовище,1991,анимация,8.2,149
США,Красавица и чудовище,1991,мелодрама,8.2,149
США,Красавица и чудовище,1991,мюзикл,8.2,149
США,Красавица и чудовище,1991,семейный,8.2,149
США,Красавица и чудовище,1991,сказка,8.2,149
США,Красота по-американски,1999,мелодрама,7.9,367
США,Красотка,1990,комедия,7.7,587
США,Крепкий орешек,1988,боевик,8.4,89
США,Крепкий орешек,1988,криминал,8.4,89
США,Крепкий орешек,1988,триллер,8.4,89
США,Крепкий орешек 4.0,2007,боевик,7.6,768
США,Крепкий орешек 4.0,2007,приключения,7.6,768
США,Крепкий орешек 4.0,2007,триллер,7.6,768
США,Крестный отец,1972,драма,8.7,20
США,Крестный отец,1972,триллер,8.7,20
США,Крестный отец 2,1974,драма,8.5,57
США,Крестный отец 2,1974,триллер,8.5,57
США,Крестный отец 3,1990,боевик,7.7,628
США,Крестный отец 3,1990,драма,7.7,628
США,Крестный отец 3,1990,триллер,7.7,628
США,Криминальное чтиво,1994,драма,8.6,33
США,Кровавый алмаз,2006,драма,8,336
США,Кровавый алмаз,2006,приключения,8,336
США,Кровавый алмаз,2006,триллер,8,336
США,Крупная рыба,2003,драма,7.9,403
США,Крупная рыба,2003,комедия,7.9,403
США,Крупная рыба,2003,приключения,7.9,403
США,Крупная рыба,2003,сказка,7.9,403
США,Крушение,2023,боевик,7.5,970
США,Крушение,2023,приключения,7.5,970
США,Крушение,2023,триллер,7.5,970
США,Круэлла,2021,комедия,7.9,422
США,Крылья,1927,боевик,7.6,863
США,Крылья,1927,военный,7.6,863
США,Крылья,1927,драма,7.6,863
США,Крылья,1927,мелодрама,7.6,863
США,Кубо. Легенда о самурае,2016,анимация,7.7,681
США,Кунг-Фу Панда,2008,анимация,8,280
США,Кунг-Фу Панда,2008,комедия,8,280
США,Кунг-Фу Панда 2,2011,анимация,7.7,582
США,Кунг-Фу Панда 2,2011,комедия,7.7,582
США,Кунг-фу Панда 4,2024,анимация,7.5,915
США,Кунг-фу Панда 4,2024,боевик,7.5,915
США,Кунг-фу Панда 4,2024,приключения,7.5,915
США,Лабиринт Фавна,2006,драма,8,323
США,Лабиринт Фавна,2006,сказка,8,323
США,Лабиринт Фавна,2006,триллер,8,323
США,Лабиринт Фавна,2006,ужасы,8,323
США,Лакричная пицца,2021,драма,7.6,836
США,Лакричная пицца,2021,комедия,7.6,836
США,Ла-Ла Ленд,2016,драма,7.7,608
США,Ла-Ла Ленд,2016,комедия,7.7,608
США,Ла-Ла Ленд,2016,мелодрама,7.7,608
США,Ла-Ла Ленд,2016,мюзикл,7.7,608
США,Лев,2016,драма,7.7,614
США,Легенды осени,1994,вестерн,7.7,646
США,Легенды осени,1994,военный,7.7,646
США,Легенды осени,1994,драма,7.7,646
США,Леди Баг и Супер-Кот: пробуждение силы,2023,анимация,7.6,893
США,Леди Баг и Супер-Кот: пробуждение силы,2023,семейный,7.6,893
США,Леди Гамильтон,1941,военный,7.9,347
США,Леди Гамильтон,1941,драма,7.9,347
США,Леди Гамильтон,1941,исторический,7.9,347
США,Леди Гамильтон,1941,мелодрама,7.9,347
США,Ледниковый период,2002,анимация,8,262
США,Ледниковый период,2002,комедия,8,262
США,Ледниковый период,2002,приключения,8,262
США,Ледниковый период,2002,семейный,8,262
США,Ледниковый период 3: Эра динозавров,2009,анимация,7.6,784
США,Ледниковый период 3: Эра динозавров,2009,комедия,7.6,784
США,Ледниковый период 3: Эра динозавров,2009,приключения,7.6,784
США,Ледниковый период 3: Эра динозавров,2009,семейный,7.6,784
США,Лига справедливости Зака Снайдера,2021,боевик,8.6,39
США,Лига справедливости Зака Снайдера,2021,приключения,8.6,39
США,Лига справедливости Зака Снайдера,2021,фэнтези,8.6,39
США,Лило и Стич,2025,боевик,7.9,400
США,Лило и Стич,2025,комедия,7.9,400
США,Лило и Стич,2025,приключения,7.9,400
США,Лицо со шрамом,1932,боевик,7.8,491
США,Лицо со шрамом,1932,драма,7.8,491
США,Лицо со шрамом,1983,драма,8.3,116
США,Лицо со шрамом,1983,криминал,8.3,116
США,Логан,2017,боевик,8.3,106
США,Логан,2017,фантастика,8.3,106
США,Лука,2021,анимация,7.9,438
США,Лука,2021,приключения,7.9,438
США,Лука,2021,фэнтези,7.9,438
США,Лунный свет,2016,драма,7.6,830
США,Любой ценой,2016,драма,7.6,838
США,Любой ценой,2016,криминал,7.6,838
США,Люди в черном,1997,боевик,7.8,446
США,Люди Икс,2000,боевик,8,269
США,Люди Икс,2000,приключения,8,269
США,Люди Икс,2000,триллер,8,269
США,Люди Икс,2000,фантастика,8,269
США,Люди Икс 2,2003,боевик,8,257
США,Люди Икс 2,2003,драма,8,257
США,Люди Икс 2,2003,фантастика,8,257
США,Люди Икс. Последняя битва,2006,боевик,7.6,785
США,Люди Икс. Последняя битва,2006,триллер,7.6,785
США,Люди Икс. Последняя битва,2006,фантастика,7.6,785
США,Люди Икс: Апокалипсис,2016,боевик,7.6,849
США,Люди Икс: Апокалипсис,2016,приключения,7.6,849
США,Люди Икс: Апокалипсис,2016,фантастика,7.6,849
США,Люди Икс: Апокалипсис,2016,фэнтези,7.6,849
США,Люди Икс: Дни минувшего будущего,2014,боевик,8.3,119
США,Люди Икс: Дни минувшего будущего,2014,фантастика,8.3,119
США,Люди Икс: Дни минувшего будущего,2014,фэнтези,8.3,119
США,Люди Икс: Первый класс,2011,боевик,8.1,201
США,Люди Икс: Первый класс,2011,драма,8.1,201
США,Люди Икс: Первый класс,2011,фантастика,8.1,201
США,Мавританец,2021,драма,7.7,697
США,Мавританец,2021,триллер,7.7,697
США,Магазинчик за углом,1940,драма,8.1,221
США,Магазинчик за углом,1940,комедия,8.1,221
США,Магазинчик за углом,1940,мелодрама,8.1,221
США,Майкл,2026,биография,8.8,14
США,Майкл,2026,драма,8.8,14
США,Майкл,2026,исторический,8.8,14
США,Майкл,2026,музыка,8.8,14
США,Майкл Джексон: Вот и все,2009,документальный,7.7,560
США,Майкл Джексон: Вот и все,2009,мюзикл,7.7,560
США,Малена,2000,военный,7.7,584
США,Малена,2000,драма,7.7,584
США,Малена,2000,мелодрама,7.7,584
США,Маленькие женщины,1933,военный,7.5,977
США,Маленькие женщины,1933,драма,7.5,977
США,Маленькие женщины,1933,мелодрама,7.5,977
США,Маленькие женщины,1933,семейный,7.5,977
США,Маленькие женщины,2019,драма,8,303
США,Маленькие женщины,2019,мелодрама,8,303
США,Малефисента: Владычица тьмы,2019,приключения,7.6,858
США,Малефисента: Владычица тьмы,2019,семейный,7.6,858
США,Малефисента: Владычица тьмы,2019,фэнтези,7.6,858
США,Малхолланд Драйв,2001,драма,7.7,559
США,Малхолланд Драйв,2001,мистика,7.7,559
США,Малхолланд Драйв,2001,триллер,7.7,559
США,Малыш,1921,драма,8.1,246
США,Малыш,1921,комедия,8.1,246
США,Малыш,1921,семейный,8.1,246
США,Малыш на драйве,2017,боевик,7.6,845
США,Малыш на драйве,2017,криминал,7.6,845
США,Малыш на драйве,2017,триллер,7.6,845
США,Малышка на миллион,2004,драма,7.9,353
США,Мальтийский сокол,1941,детский,8.1,208
США,Мальтийский сокол,1941,мистика,8.1,208
США,Мальтийский сокол,1941,нуар,8.1,208
США,Мальчишник в Вегасе,2009,комедия,7.9,402
США,Манхэттенская мелодрама,1934,драма,7.6,731
США,Манхэттенская мелодрама,1934,криминал,7.6,731
США,Манхэттенская мелодрама,1934,мелодрама,7.6,731
США,Марсианин,2015,приключения,8,278
США,Марсианин,2015,фантастика,8,278
США,Марти Великолепный,2025,драма,7.8,533
США,Марти Великолепный,2025,исторический,7.8,533
США,Маска,1994,комедия,7.9,396
США,Маска,1994,криминал,7.9,396
США,Маска,1994,фэнтези,7.9,396
США,Матрица,1999,боевик,8.7,30
США,Матрица,1999,триллер,8.7,30
США,Матрица,1999,фантастика,8.7,30
США,Мегамозг,2010,анимация,7.7,564
США,Мегамозг,2010,комедия,7.7,564
США,Мегамозг,2010,семейный,7.7,564
США,Мертвец,1995,вестерн,7.6,775
США,Мертвец,1995,драма,7.6,775
США,Мертвец,1995,криминал,7.6,775
США,Мертвец,1995,приключения,7.6,775
США,Миссия невыполнима: Племя изгоев,2015,боевик,7.5,907
США,Миссия невыполнима: Племя изгоев,2015,приключения,7.5,907
США,Миссия невыполнима: Племя изгоев,2015,триллер,7.5,907
США,Миссия невыполнима: Последствия,2018,боевик,7.7,655
США,Миссия невыполнима: Последствия,2018,приключения,7.7,655
США,Миссия невыполнима: Последствия,2018,триллер,7.7,655
США,Миссия Невыполнима: Протокол Фантом,2011,боевик,7.6,891
США,Миссия: невыполнима 7. Смертельная расплата,2023,боевик,8,277
США,Миссия: невыполнима 7. Смертельная расплата,2023,криминал,8,277
США,Миссия: невыполнима 7. Смертельная расплата,2023,триллер,8,277
США,Мистер Смит едет в Вашингтон,1939,драма,8.3,112
США,Моана,2016,анимация,8,315
США,Моана 2,2024,анимация,7.7,567
США,Мой парень - псих,2012,драма,7.6,890
США,Мой парень - псих,2012,комедия,7.6,890
США,Мой слуга Годфри,1936,драма,8.2,145
США,Мой слуга Годфри,1936,комедия,8.2,145
США,Мой слуга Годфри,1936,мелодрама,8.2,145
США,Молчание ягнят,1991,криминал,8.6,37
США,Молчание ягнят,1991,триллер,8.6,37
США,Мост в Терабитию,2007,приключения,7.6,718
США,Мост в Терабитию,2007,семейный,7.6,718
США,Мост в Терабитию,2007,фэнтези,7.6,718
США,Мост Ватерлоо,1940,военный,7.8,443
США,Мост Ватерлоо,1940,драма,7.8,443
США,Мост Ватерлоо,1940,мелодрама,7.8,443
США,Мотылек,2017,биография,7.6,717
США,Мотылек,2017,драма,7.6,717
США,Мотылек,2017,криминал,7.6,717
США,Мстители,2012,боевик,8.3,128
США,Мстители: Война бесконечности,2018,боевик,8.5,51
США,Мстители: Война бесконечности,2018,фантастика,8.5,51
США,Мстители: Финал,2019,боевик,8.5,58
США,Мстители: Финал,2019,фантастика,8.5,58
США,Мстители: Эра Альтрона,2015,боевик,7.9,437
США,Мстители: Эра Альтрона,2015,приключения,7.9,437
США,Мстители: Эра Альтрона,2015,фантастика,7.9,437
США,Мулан,1998,анимация,8.1,238
США,Мулан,1998,семейный,8.1,238
США,Мумия,1999,боевик,7.7,631
США,Мумия,1999,комедия,7.7,631
США,Мумия,1999,приключения,7.7,631
США,Мумия,1999,сказка,7.7,631
США,Мумия,1999,триллер,7.7,631
США,Мумия,1999,ужасы,7.7,631
США,Муфаса: Король лев,2024,анимация,7.9,387
США,Муфаса: Король лев,2024,драма,7.9,387
США,Муфаса: Король лев,2024,приключения,7.9,387
США,Мюнхен: Возмездие,2005,драма,7.6,776
США,Мюнхен: Возмездие,2005,триллер,7.6,776
США,На гребне волны,1991,биография,7.7,566
США,На гребне волны,1991,драма,7.7,566
США,На гребне волны,1991,криминал,7.7,566
США,На гребне волны,1991,приключения,7.7,566
США,На гребне волны,1991,триллер,7.7,566
США,На западном фронте без перемен,1930,боевик,8.3,132
США,На западном фронте без перемен,1930,военный,8.3,132
США,На западном фронте без перемен,1930,драма,8.3,132
США,На плечо!,1918,военный,7.7,643
США,На плечо!,1918,комедия,7.7,643
США,Назад в будущее,1985,боевик,8.6,35
США,Назад в будущее,1985,комедия,8.6,35
США,Назад в будущее,1985,приключения,8.6,35
США,Назад в будущее,1985,фантастика,8.6,35
США,Назад в будущее 3,1990,боевик,8.1,237
США,Назад в будущее 3,1990,вестерн,8.1,237
США,Назад в будущее 3,1990,комедия,8.1,237
США,Назад в будущее 3,1990,приключения,8.1,237
США,Назад в будущее 3,1990,фантастика,8.1,237
США,Наконец в безопасности,1923,комедия,8.3,111
США,Наконец в безопасности,1923,мелодрама,8.3,111
США,Наконец в безопасности,1923,семейный,8.3,111
США,Национальный бархат,1944,драма,7.7,644
США,Национальный бархат,1944,семейный,7.7,644
США,Национальный бархат,1944,спорт,7.7,644
США,Начало,2010,боевик,8.8,17
США,Начало,2010,триллер,8.8,17
США,Начало,2010,фантастика,8.8,17
США,Не время умирать,2021,боевик,7.9,424
США,Не время умирать,2021,криминал,7.9,424
США,Не время умирать,2021,приключения,7.9,424
США,Не время умирать,2021,триллер,7.9,424
США,Невероятный Халк,2008,боевик,7.5,985
США,Невеста Франкенштейна,1935,триллер,8.1,217
США,Невеста Франкенштейна,1935,ужасы,8.1,217
США,Невеста Франкенштейна,1935,фантастика,8.1,217
США,Невидимая сторона,2009,драма,7.7,573
США,Невидимая сторона,2009,спорт,7.7,573
США,Нефть,2007,драма,7.9,419
США,Новые времена,1936,драма,8.3,113
США,Новые времена,1936,комедия,8.3,113
США,Новый Человек-паук,2012,боевик,7.7,636
США,Новый Человек-паук,2012,драма,7.7,636
США,Новый Человек-паук,2012,приключения,7.7,636
США,Новый Человек-паук,2012,триллер,7.7,636
США,Новый Человек-паук,2012,фэнтези,7.7,636
США,Новый Человек-паук: Высокое напряжение,2014,боевик,7.7,618
США,Новый Человек-паук: Высокое напряжение,2014,приключения,7.7,618
США,Новый Человек-паук: Высокое напряжение,2014,фэнтези,7.7,618
США,Ночь в опере,1935,комедия,8.1,195
США,Области тьмы,2011,триллер,8,327
США,Обливион,2013,боевик,7.6,883
США,Обливион,2013,фантастика,7.6,883
США,Огни большого города,1931,драма,8.4,78
США,Огни большого города,1931,комедия,8.4,78
США,Одаренная,2017,драма,7.8,534
США,Одержимость,2014,драма,7.9,345
США,Один дома,1990,комедия,8.1,235
США,Один дома,1990,криминал,8.1,235
США,Один дома,1990,семейный,8.1,235
США,Одиннадцать друзей Оушена,2001,криминал,7.9,394
США,Одиннадцать друзей Оушена,2001,триллер,7.9,394
США,Одинокий мужчина,2009,драма,7.6,792
США,Одиссея капитана Блада,1935,боевик,7.9,368
США,Одиссея капитана Блада,1935,мелодрама,7.9,368
США,Одиссея капитана Блада,1935,приключения,7.9,368
США,Однажды в Америке,1983,драма,8.1,196
США,Олененок,1946,драма,7.5,925
США,Олененок,1946,семейный,7.5,925
США,Омерзительная восьмерка,2015,вестерн,7.8,505
США,Омерзительная восьмерка,2015,комедия,7.8,505
США,Омерзительная восьмерка,2015,триллер,7.8,505
США,Она,2013,драма,7.6,739
США,Она,2013,мелодрама,7.6,739
США,Она,2013,фантастика,7.6,739
США,Она носила желтую ленту,1949,вестерн,7.7,622
США,Она носила желтую ленту,1949,драма,7.7,622
США,Оно,2017,триллер,7.5,941
США,Оно,2017,ужасы,7.5,941
США,Опасная игра Слоун,2016,драма,7.6,783
США,Оппенгеймер,2023,биография,8.6,34
США,Оппенгеймер,2023,драма,8.6,34
США,Оппенгеймер,2023,исторический,8.6,34
США,Орудия,2025,детектив,7.6,887
США,Орудия,2025,драма,7.6,887
США,Орудия,2025,ужасы,7.6,887
США,Оружейный барон,2005,боевик,7.6,870
США,Оружейный барон,2005,драма,7.6,870
США,Оружейный барон,2005,триллер,7.6,870
США,Осведомитель,1935,драма,7.7,687
США,Осведомитель,1935,криминал,7.7,687
США,Особое мнение,2002,боевик,7.8,511
США,Особое мнение,2002,триллер,7.8,511
США,Особое мнение,2002,фантастика,7.8,511
США,Остров проклятых,2009,драма,8.4,85
США,Остров проклятых,2009,мистика,8.4,85
США,Остров проклятых,2009,триллер,8.4,85
США,Остров собак,2018,анимация,7.7,683
США,Остров собак,2018,драма,7.7,683
США,Остров собак,2018,комедия,7.7,683
США,Остров собак,2018,фэнтези,7.7,683
США,Острые козырьки: Бессмертный человек,2026,боевик,7.5,908
США,Острые козырьки: Бессмертный человек,2026,драма,7.5,908
США,Острые козырьки: Бессмертный человек,2026,исторический,7.5,908
США,Острые козырьки: Бессмертный человек,2026,криминал,7.5,908
США,От заката до рассвета,1995,боевик,7.8,497
США,От заката до рассвета,1995,триллер,7.8,497
США,От заката до рассвета,1995,ужасы,7.8,497
США,Отважные капитаны,1937,драма,8.2,152
США,Отважные капитаны,1937,приключения,8.2,152
США,Отважные капитаны,1937,семейный,8.2,152
США,"Отель ""Гранд Будапешт""",2014,драма,7.8,492
США,"Отель ""Гранд Будапешт""",2014,комедия,7.8,492
США,Отступники,2006,драма,8.3,104
США,Отступники,2006,криминал,8.3,104
США,Отступники,2006,триллер,8.3,104
США,Охотники за привидениями,1984,боевик,8,318
США,Охотники за привидениями,1984,комедия,8,318
США,Охотники за привидениями,1984,фантастика,8,318
США,Паровоз Генерал,1927,драма,8.2,167
США,Парфюмер: история одного убийцы,2006,драма,7.7,647
США,Парфюмер: история одного убийцы,2006,триллер,7.7,647
США,Пассажиры,2016,мелодрама,7.7,576
США,Пассажиры,2016,приключения,7.7,576
США,Пассажиры,2016,фантастика,7.7,576
США,Пасхальный парад,1948,мелодрама,7.9,391
США,Пасхальный парад,1948,мюзикл,7.9,391
США,Патриот,2000,боевик,7.6,779
США,Патриот,2000,военный,7.6,779
США,Патриот,2000,драма,7.6,779
США,Первому игроку приготовиться,2018,боевик,7.8,503
США,Первому игроку приготовиться,2018,триллер,7.8,503
США,Первому игроку приготовиться,2018,фантастика,7.8,503
США,Первый мститель,2011,приключения,7.8,506
США,Первый мститель,2011,фантастика,7.8,506
США,Первый мститель: Другая война,2014,боевик,8,253
США,Первый мститель: Другая война,2014,приключения,8,253
США,Первый мститель: Другая война,2014,фантастика,8,253
США,Первый Мститель: Противостояние,2016,боевик,8.1,188
США,Первый Мститель: Противостояние,2016,фантастика,8.1,188
США,Пила Х,2023,драма,7.6,805
США,Пила Х,2023,криминал,7.6,805
США,Пила Х,2023,ужасы,7.6,805
США,Пила: игра на выживание,2004,криминал,7.6,778
США,Пила: игра на выживание,2004,триллер,7.6,778
США,Пила: игра на выживание,2004,ужасы,7.6,778
США,Пилигрим,1923,вестерн,7.8,549
США,Пилигрим,1923,комедия,7.8,549
США,Пиноккио,1940,анимация,7.7,696
США,Пиноккио,1940,мюзикл,7.7,696
США,Пиноккио,1940,семейный,7.7,696
США,Пиноккио,1940,сказка,7.7,696
США,Пипец,2009,боевик,8,255
США,Пипец,2009,драма,8,255
США,Пипец,2009,комедия,8,255
США,Пипец 2,2013,боевик,7.8,461
США,Пипец 2,2013,комедия,7.8,461
США,Пипец 2,2013,криминал,7.8,461
США,Пипец 2,2013,триллер,7.8,461
США,Пираты Карибского моря: На краю света,2007,боевик,7.9,399
США,Пираты Карибского моря: На краю света,2007,комедия,7.9,399
США,Пираты Карибского моря: На краю света,2007,приключения,7.9,399
США,Пираты Карибского моря: На краю света,2007,сказка,7.9,399
